File below(listA) below(listI) below(treeA) below(treeI) below(regexA) below(regexI) below(treeOA) below(treeOI) below(regexOA) below(regexOI) above(listA) above(listI) above(treeA) above(treeI) above(regexA) above(regexI) above(treeOA) above(treeOI) above(regexOA) above(regexOI)
set_37_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_37_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 0 100 100
set_37_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 29 1000 1000 1000 1000 1000 1000
set_37_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_37_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_37_sites_30_iterations_1000_result.csv 0 0 0 938 0 0 0 0 0 279 1000 1000 1000 8 1000 1000 1000 62 1000 676
set_37_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_37_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_37_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_38_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_38_sites_1_iterations_100_result.csv 100 100 99 0 100 100 100 0 100 100 0 0 0 1 0 0 0 1 0 0
set_38_sites_1_iterations_1000_result.csv 1000 1000 999 0 1000 1000 1000 0 1000 1000 0 0 1 1 0 0 0 1 0 0
set_38_sites_2_iterations_10_result.csv 10 10 9 0 10 10 10 0 10 10 0 0 1 10 0 0 0 10 0 0
set_38_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_38_sites_2_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 0 1000 1000 0 0 0 1 0 0 0 794 0 0
set_38_sites_3_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_38_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_38_sites_3_iterations_1000_result.csv 1000 1000 1000 926 1000 1000 1000 1000 1000 1000 0 0 0 5 0 0 0 0 0 0
set_38_sites_5_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_38_sites_5_iterations_100_result.csv 100 100 100 100 100 100 100 99 100 100 0 0 0 0 0 0 0 0 0 0
set_38_sites_5_iterations_1000_result.csv 1000 1000 1000 991 1000 1000 1000 991 1000 1000 0 0 0 1 0 0 0 0 0 0
set_38_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_38_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_38_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 999 1000 1000 0 0 0 0 0 0 0 1 0 0
set_38_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_38_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 100 0 0 100 100 100 0 100 100 100 0 100 100
set_38_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 433 1000 1000 1000 1000 1000 1000
set_38_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_38_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_38_sites_30_iterations_1000_result.csv 0 0 0 1000 0 0 0 0 0 0 1000 1000 1000 0 1000 1000 1000 1000 1000 1000
set_38_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_38_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_38_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_39_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 9 10 10 0 0 0 1 0 0 0 0 0 0
set_39_sites_1_iterations_100_result.csv 100 100 99 16 100 100 100 15 100 100 0 0 1 1 0 0 0 1 0 0
set_39_sites_1_iterations_1000_result.csv 1000 1000 999 147 1000 1000 1000 155 1000 1000 0 0 1 1 0 0 0 1 0 0
set_39_sites_2_iterations_10_result.csv 4 0 5 0 10 10 4 0 10 10 6 1 5 1 0 0 6 0 0 0
set_39_sites_2_iterations_100_result.csv 100 99 99 99 100 100 99 99 100 100 0 0 0 0 0 0 0 0 0 0
set_39_sites_2_iterations_1000_result.csv 0 0 505 0 999 999 508 0 1000 1000 471 2 1 1 1 1 492 8 0 0
set_39_sites_3_iterations_10_result.csv 0 0 0 0 0 10 0 0 10 10 10 10 10 1 10 0 10 1 0 0
set_39_sites_3_iterations_100_result.csv 0 0 0 0 0 100 0 0 100 100 100 100 100 1 100 0 100 1 0 0
set_39_sites_3_iterations_1000_result.csv 1000 999 999 999 1000 1000 999 993 1000 1000 0 0 1 0 0 0 1 0 0 0
set_39_sites_5_iterations_10_result.csv 0 0 0 9 10 10 0 0 10 10 10 10 10 0 0 0 10 1 0 0
set_39_sites_5_iterations_100_result.csv 0 0 0 0 100 100 0 0 100 100 100 100 100 1 0 0 100 1 0 0
set_39_sites_5_iterations_1000_result.csv 0 13 317 0 1000 1000 0 0 1000 1000 1000 983 683 20 0 0 1000 0 0 0
set_39_sites_10_iterations_10_result.csv 0 0 0 10 0 10 0 0 0 10 10 10 10 0 10 0 10 0 10 0
set_39_sites_10_iterations_100_result.csv 0 0 0 0 71 99 0 99 100 100 100 100 100 100 29 1 100 0 0 0
set_39_sites_10_iterations_1000_result.csv 0 0 0 0 963 984 0 0 999 1000 1000 1000 1000 11 37 16 1000 1 1 0
set_39_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10 0
set_39_sites_20_iterations_100_result.csv 0 0 0 0 93 100 0 85 100 100 100 100 100 0 7 0 100 0 0 0
set_39_sites_20_iterations_1000_result.csv 0 0 0 0 988 996 0 996 1000 1000 1000 1000 1000 1 12 4 1000 0 0 0
set_39_sites_30_iterations_10_result.csv 0 0 0 0 0 6 0 0 10 10 10 10 10 1 10 4 10 10 0 0
set_39_sites_30_iterations_100_result.csv 0 0 0 0 0 73 0 0 100 100 100 100 100 100 100 26 100 2 0 0
set_39_sites_30_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_39_sites_100_iterations_10_result.csv 0 0 0 0 0 8 0 0 0 10 10 10 10 10 10 2 10 10 10 0
set_39_sites_100_iterations_100_result.csv 0 0 0 0 0 93 0 0 0 100 100 100 100 100 100 7 100 100 100 0
set_39_sites_100_iterations_1000_result.csv 0 0 0 0 0 878 0 0 0 1000 1000 1000 1000 1000 1000 122 1000 1000 1000 0
set_40_sites_1_iterations_10_result.csv 0 0 9 10 0 9 0 6 0 0 10 10 1 0 10 1 10 0 10 10
set_40_sites_1_iterations_100_result.csv 0 19 87 99 0 98 0 100 0 99 100 81 13 1 100 2 100 0 100 1
set_40_sites_1_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 141 1000 1000 1000 145 1000 1000
set_40_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 7 10 10 10 6 10 10
set_40_sites_2_iterations_100_result.csv 0 76 99 99 100 100 85 85 100 100 100 0 1 0 0 0 0 0 0 0
set_40_sites_2_iterations_1000_result.csv 0 0 0 0 997 997 0 0 999 1000 1000 1000 534 534 3 3 1000 530 1 0
set_40_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 10 10 0 10 0
set_40_sites_3_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 1 100 100 100 0 100 0
set_40_sites_3_iterations_1000_result.csv 0 0 998 998 0 999 0 994 994 1000 1000 1000 2 1 1000 1 1000 1 5 0
set_40_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 9 10 10 10 1 10 10 10 0 10 1
set_40_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 97 100 100 100 3 100 100 100 2 100 3
set_40_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 10 1000 1000 1000 3 1000 0
set_40_sites_10_iterations_10_result.csv 0 0 0 10 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_40_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 55 100 100 100 100 100 100 100 100 100 45
set_40_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 947 1000 1000 1000 1000 1000 1000 1000 1000 1000 53
set_40_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_40_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 0 100 100 100 2 100 0
set_40_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 972 1000 1000 1000 15 1000 1000 1000 1000 1000 23
set_40_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10 0
set_40_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_40_sites_30_iterations_1000_result.csv 0 0 0 890 0 988 0 0 0 998 1000 1000 1000 6 1000 12 1000 1000 1000 2
set_40_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_40_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_40_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_41_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_41_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_41_sites_1_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 999 1000 1000 0 0 0 1 0 0 0 1 0 0
set_41_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_41_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_41_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_41_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_41_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_41_sites_3_iterations_1000_result.csv 0 0 0 1000 0 1000 0 1000 0 0 1000 1000 1000 0 1000 0 1000 0 1000 1000
set_41_sites_5_iterations_10_result.csv 0 0 0 9 0 0 0 0 0 0 10 10 10 0 10 10 10 1 10 10
set_41_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 2 100 100
set_41_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 16 1000 1000 1000 8 1000 1000
set_41_sites_10_iterations_10_result.csv 0 0 0 10 0 0 0 10 0 0 10 10 10 0 10 10 10 0 10 10
set_41_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 3 100 100 100 100 100 100
set_41_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 48 1000 1000
set_41_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_41_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 2 100 100
set_41_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_41_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_41_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_41_sites_30_iterations_1000_result.csv 0 0 0 944 0 0 0 0 0 0 1000 1000 1000 9 1000 1000 1000 1000 1000 1000
set_41_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_41_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_41_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_42_sites_1_iterations_10_result.csv 10 10 10 1 10 10 10 3 10 10 0 0 0 1 0 0 0 0 0 0
set_42_sites_1_iterations_100_result.csv 100 100 100 45 100 100 100 46 100 100 0 0 0 1 0 0 0 0 0 0
set_42_sites_1_iterations_1000_result.csv 1000 1000 1000 229 1000 1000 1000 259 1000 1000 0 0 0 771 0 0 0 741 0 0
set_42_sites_2_iterations_10_result.csv 10 10 10 0 10 10 10 0 10 10 0 0 0 1 0 0 0 0 0 0
set_42_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 99 100 100 0 0 0 1 0 0 0 0 0 0
set_42_sites_2_iterations_1000_result.csv 1000 1000 1000 111 1000 1000 1000 0 1000 1000 0 0 0 1 0 0 0 1000 0 0
set_42_sites_3_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_42_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 0 100 100 0 0 0 1 0 0 0 1 0 0
set_42_sites_3_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_42_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_42_sites_5_iterations_100_result.csv 100 100 100 96 100 100 100 98 100 100 0 0 0 0 0 0 0 0 0 0
set_42_sites_5_iterations_1000_result.csv 1000 999 1000 987 1000 1000 999 985 1000 1000 0 1 0 1 0 0 1 1 0 0
set_42_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_42_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_42_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_42_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_42_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 6 100 100
set_42_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_42_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_42_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_42_sites_30_iterations_1000_result.csv 0 0 0 1000 0 0 0 0 0 0 1000 1000 1000 0 1000 1000 1000 82 1000 1000
set_42_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_42_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_42_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_43_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 2 10 10 0 0 0 1 0 0 0 0 0 0
set_43_sites_1_iterations_100_result.csv 100 100 99 21 100 100 100 23 100 100 0 0 1 79 0 0 0 77 0 0
set_43_sites_1_iterations_1000_result.csv 1000 1000 999 248 1000 1000 1000 252 1000 1000 0 0 1 752 0 0 0 748 0 0
set_43_sites_2_iterations_10_result.csv 10 10 9 5 10 10 10 6 10 10 0 0 1 1 0 0 0 0 0 0
set_43_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_43_sites_2_iterations_1000_result.csv 1000 999 999 151 1000 1000 1000 143 1000 1000 0 1 1 3 0 0 0 1 0 0
set_43_sites_3_iterations_10_result.csv 8 2 2 0 10 10 2 0 10 10 2 1 1 1 0 0 1 1 0 0
set_43_sites_3_iterations_100_result.csv 98 25 10 0 100 100 14 0 100 100 2 2 90 1 0 0 86 1 0 0
set_43_sites_3_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 996 1000 1000 0 0 0 1 0 0 0 0 0 0
set_43_sites_5_iterations_10_result.csv 10 10 9 8 10 10 10 8 10 10 0 0 1 1 0 0 0 0 0 0
set_43_sites_5_iterations_100_result.csv 100 100 99 77 100 100 100 89 100 100 0 0 1 1 0 0 0 0 0 0
set_43_sites_5_iterations_1000_result.csv 1000 1000 999 877 1000 1000 999 887 1000 1000 0 0 1 1 0 0 1 0 0 0
set_43_sites_10_iterations_10_result.csv 0 0 0 0 9 10 0 0 10 10 10 10 10 0 1 0 10 0 0 0
set_43_sites_10_iterations_100_result.csv 0 0 0 0 94 100 0 0 100 100 100 100 100 1 6 0 100 0 0 0
set_43_sites_10_iterations_1000_result.csv 0 426 0 0 992 993 0 998 1000 1000 1000 555 1000 0 8 7 1000 0 0 0
set_43_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 10 10 1 10 0
set_43_sites_20_iterations_100_result.csv 0 0 0 0 100 100 0 0 100 100 100 100 100 6 0 0 100 0 0 0
set_43_sites_20_iterations_1000_result.csv 0 0 929 981 996 997 952 986 1000 1000 1000 1000 71 3 4 3 48 1 0 0
set_43_sites_30_iterations_10_result.csv 0 0 0 10 0 0 0 0 0 6 10 10 10 0 10 10 10 10 10 4
set_43_sites_30_iterations_100_result.csv 0 0 0 0 0 67 0 0 0 99 100 100 100 100 100 33 100 2 100 1
set_43_sites_30_iterations_1000_result.csv 996 995 1000 999 1000 1000 1000 1000 1000 1000 4 5 0 1 0 0 0 0 0 0
set_43_sites_100_iterations_10_result.csv 0 0 0 0 0 10 0 0 0 10 10 10 10 10 10 0 10 10 10 0
set_43_sites_100_iterations_100_result.csv 0 0 0 0 0 95 0 0 0 100 100 100 100 100 100 5 100 100 100 0
set_43_sites_100_iterations_1000_result.csv 0 0 0 0 0 896 0 0 0 1000 1000 1000 1000 1000 1000 104 1000 1000 1000 0
set_44_sites_1_iterations_10_result.csv 0 10 9 10 0 10 0 10 0 0 10 0 1 0 10 0 5 0 10 10
set_44_sites_1_iterations_100_result.csv 0 0 0 98 0 99 0 49 0 0 100 100 100 1 100 1 100 0 100 100
set_44_sites_1_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 127 1000 981 1000 500 1000 1000
set_44_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_44_sites_2_iterations_100_result.csv 0 0 99 100 100 100 41 100 100 100 100 100 1 0 0 0 0 0 0 0
set_44_sites_2_iterations_1000_result.csv 0 0 0 0 994 998 0 0 923 997 1000 1000 1000 1 5 2 1000 13 77 3
set_44_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 10 10 0 10 0
set_44_sites_3_iterations_100_result.csv 0 0 0 0 0 91 0 0 0 100 100 100 100 3 100 7 100 2 100 0
set_44_sites_3_iterations_1000_result.csv 0 0 0 1000 0 0 0 992 0 1000 1000 1000 1000 0 1000 1000 1000 0 1000 0
set_44_sites_5_iterations_10_result.csv 0 0 0 7 0 0 0 0 0 0 10 10 10 0 10 10 10 2 10 10
set_44_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 18 100 100 100 100 100 100
set_44_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 267 1000 1000 1000 1000 1000 1000 1000 181 1000 731
set_44_sites_10_iterations_10_result.csv 0 0 0 10 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_44_sites_10_iterations_100_result.csv 0 0 0 0 0 46 0 0 0 100 100 100 100 100 100 54 100 100 100 0
set_44_sites_10_iterations_1000_result.csv 0 0 0 0 0 944 0 0 975 1000 1000 1000 1000 1000 1000 55 1000 1 25 0
set_44_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_44_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 91 100 100 100 4 100 0
set_44_sites_20_iterations_1000_result.csv 0 0 0 0 0 593 0 0 883 1000 1000 1000 1000 20 1000 386 1000 3 117 0
set_44_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_44_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 59 100 100 100 100 100 100 100 100 100 41
set_44_sites_30_iterations_1000_result.csv 0 0 0 820 0 939 0 0 0 999 1000 1000 1000 7 1000 56 1000 429 1000 1
set_44_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_44_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_44_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_45_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_45_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_45_sites_1_iterations_1000_result.csv 1000 1000 1000 537 1000 1000 1000 542 1000 1000 0 0 0 1 0 0 0 0 0 0
set_45_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_45_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_45_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 992 1000 1000 0 0 0 0 0 0 0 8 0 0
set_45_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_45_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_45_sites_3_iterations_1000_result.csv 0 0 0 1000 0 0 0 992 0 0 1000 1000 1000 0 1000 1000 1000 0 1000 1000
set_45_sites_5_iterations_10_result.csv 0 0 0 7 0 0 0 0 0 0 10 10 10 0 10 10 10 3 10 10
set_45_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 14 100 100
set_45_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 177 1000 1000 1000 127 1000 1000
set_45_sites_10_iterations_10_result.csv 0 0 0 10 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_45_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 0 100 100
set_45_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 2 1000 1000
set_45_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_45_sites_20_iterations_100_result.csv 0 0 0 93 0 0 0 0 0 0 100 100 100 0 100 100 100 100 100 100
set_45_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_45_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_45_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_45_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 32 1000 1000 1000 1000 1000 1000
set_45_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_45_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_45_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_46_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_46_sites_1_iterations_100_result.csv 100 100 99 0 100 100 100 0 100 100 0 0 0 1 0 0 0 1 0 0
set_46_sites_1_iterations_1000_result.csv 1000 1000 998 412 1000 1000 1000 488 1000 1000 0 0 2 3 0 0 0 0 0 0
set_46_sites_2_iterations_10_result.csv 10 10 10 0 10 10 10 0 10 10 0 0 0 1 0 0 0 1 0 0
set_46_sites_2_iterations_100_result.csv 100 100 100 92 100 100 100 95 100 100 0 0 0 1 0 0 0 0 0 0
set_46_sites_2_iterations_1000_result.csv 1000 1000 1000 943 1000 1000 1000 997 1000 1000 0 0 0 1 0 0 0 0 0 0
set_46_sites_3_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 1 0 0 0 0 0 0
set_46_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 99 100 100 0 0 0 1 0 0 0 0 0 0
set_46_sites_3_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_46_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_46_sites_5_iterations_100_result.csv 100 100 100 99 100 100 100 99 100 100 0 0 0 0 0 0 0 0 0 0
set_46_sites_5_iterations_1000_result.csv 1000 1000 1000 988 1000 1000 1000 997 1000 1000 0 0 0 2 0 0 0 3 0 0
set_46_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_46_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_46_sites_10_iterations_1000_result.csv 1000 1000 1000 996 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_46_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_46_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 100 100 100
set_46_sites_20_iterations_1000_result.csv 0 0 0 998 0 0 0 981 0 0 1000 1000 1000 1 1000 1000 1000 4 1000 1000
set_46_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
