File below(listA) below(listI) below(treeA) below(treeI) below(regexA) below(regexI) below(treeOA) below(treeOI) below(regexOA) below(regexOI) above(listA) above(listI) above(treeA) above(treeI) above(regexA) above(regexI) above(treeOA) above(treeOI) above(regexOA) above(regexOI)
set_79_sites_10_iterations_10_result.csv 0 0 0 9 0 10 0 0 10 10 10 10 10 0 10 0 10 0 0 0
set_79_sites_10_iterations_100_result.csv 0 0 89 98 97 99 99 100 99 100 100 100 11 0 3 1 1 0 1 0
set_79_sites_10_iterations_1000_result.csv 0 0 917 982 1000 1000 0 0 998 1000 1000 1000 83 1 0 0 1000 15 2 0
set_79_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 1 10 0
set_79_sites_20_iterations_100_result.csv 0 0 0 82 0 99 0 82 100 100 100 100 100 3 100 1 100 1 0 0
set_79_sites_20_iterations_1000_result.csv 0 0 0 0 0 998 0 0 1000 1000 1000 1000 1000 92 1000 2 1000 111 0 0
set_79_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10 0
set_79_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 98 100 100 100 100 100 100 100 100 100 2
set_79_sites_30_iterations_1000_result.csv 1000 997 1000 1000 1000 1000 1000 1000 1000 1000 0 3 0 0 0 0 0 0 0 0
set_79_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10 0
set_79_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100 0
set_79_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0
set_80_sites_1_iterations_10_result.csv 0 0 9 10 0 10 0 0 0 10 10 10 1 0 10 0 10 0 10 0
set_80_sites_1_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 1 100 100 100 0 100 0
set_80_sites_1_iterations_1000_result.csv 0 0 0 0 0 982 0 228 0 1000 1000 1000 1000 1 1000 17 1000 4 1000 0
set_80_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 10 10 0 10 0
set_80_sites_2_iterations_100_result.csv 0 0 0 100 0 100 0 100 100 100 100 100 97 0 100 0 100 0 0 0
set_80_sites_2_iterations_1000_result.csv 0 0 0 0 0 964 0 0 1000 1000 1000 1000 1000 5 1000 36 1000 10 0 0
set_80_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 10 10 1 10 0
set_80_sites_3_iterations_100_result.csv 0 0 0 0 0 70 0 0 0 100 100 100 100 1 100 30 100 2 100 0
set_80_sites_3_iterations_1000_result.csv 0 0 0 998 0 972 0 0 977 1000 1000 1000 1000 1 1000 28 1000 12 23 0
set_80_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 8 10 10 10 5 10 10
set_80_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 65 100 100 100 58 100 100 100 55 100 35
set_80_sites_5_iterations_1000_result.csv 0 0 0 0 0 736 0 0 0 940 1000 1000 1000 513 1000 261 1000 12 1000 58
set_80_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 10 10 10
set_80_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_80_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 987 1000 1000 1000 1000 1000 1000 1000 1000 1000 13
set_80_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_80_sites_20_iterations_100_result.csv 0 0 0 98 0 91 0 100 0 100 100 100 100 0 100 9 100 0 100 0
set_80_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 117 1000 1000 1000 45 1000 1000
set_80_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 3 10 10 10 10 10 10
set_80_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_80_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_80_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_80_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_80_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_81_sites_1_iterations_10_result.csv 10 10 10 8 10 10 10 8 10 10 0 0 0 1 0 0 0 0 0 0
set_81_sites_1_iterations_100_result.csv 100 100 100 84 100 100 100 81 100 100 0 0 0 1 0 0 0 0 0 0
set_81_sites_1_iterations_1000_result.csv 1000 1000 1000 860 1000 1000 1000 863 1000 1000 0 0 0 2 0 0 0 0 0 0
set_81_sites_2_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_81_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_81_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 981 1000 1000 0 0 0 0 0 0 0 0 0 0
set_81_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_81_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_81_sites_3_iterations_1000_result.csv 0 0 0 999 0 0 0 616 0 0 1000 1000 1000 1 1000 1000 1000 0 1000 1000
set_81_sites_5_iterations_10_result.csv 0 0 0 9 0 0 0 0 0 0 10 10 10 0 10 10 10 1 10 10
set_81_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 9 100 100 100 4 100 100
set_81_sites_5_iterations_1000_result.csv 0 0 0 999 0 0 0 0 0 0 1000 1000 1000 0 1000 1000 1000 22 1000 1000
set_81_sites_10_iterations_10_result.csv 0 0 0 9 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_81_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 5 100 100
set_81_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 97 1000 1000
set_81_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_81_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_81_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_81_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_81_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_81_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_81_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_81_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_81_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_82_sites_1_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_82_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_82_sites_1_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 995 114 1000 1000 0 0 0 0 0 0 5 5 0 0
set_82_sites_2_iterations_10_result.csv 10 10 10 0 10 10 10 0 10 10 0 0 0 1 0 0 0 0 0 0
set_82_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_82_sites_2_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 999 1000 1000 0 0 0 0 0 0 0 0 0 0
set_82_sites_3_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_82_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_82_sites_3_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 988 1000 1000 0 0 0 0 0 0 0 11 0 0
set_82_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 8 10 10 0 0 0 0 0 0 0 1 0 0
set_82_sites_5_iterations_100_result.csv 100 100 100 98 100 100 100 98 100 100 0 0 0 1 0 0 0 2 0 0
set_82_sites_5_iterations_1000_result.csv 1000 1000 1000 916 1000 1000 1000 998 1000 1000 0 0 0 39 0 0 0 1 0 0
set_82_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_82_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_82_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_82_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_82_sites_20_iterations_100_result.csv 0 0 0 97 0 0 0 96 0 0 100 100 100 0 100 100 100 0 100 100
set_82_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_82_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_82_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_82_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 95 1000 1000 1000 1000 1000 1000
set_82_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_82_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_82_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_83_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 0 10 10 0 0 0 0 0 0 0 0 0 0
set_83_sites_1_iterations_100_result.csv 100 100 99 0 100 100 100 0 100 100 0 0 0 1 0 0 0 0 0 0
set_83_sites_1_iterations_1000_result.csv 999 998 999 0 1000 1000 1000 0 1000 1000 1 2 1 1 0 0 0 1 0 0
set_83_sites_2_iterations_10_result.csv 10 10 9 0 10 10 10 0 10 10 0 0 1 1 0 0 0 0 0 0
set_83_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_83_sites_2_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 988 0 1000 1000 0 0 0 0 0 0 12 22 0 0
set_83_sites_3_iterations_10_result.csv 10 10 1 0 10 10 2 0 10 10 0 0 1 0 0 0 1 0 0 0
set_83_sites_3_iterations_100_result.csv 96 100 99 0 100 100 9 0 100 100 4 0 1 1 0 0 46 4 0 0
set_83_sites_3_iterations_1000_result.csv 1000 1000 996 995 1000 1000 1000 998 1000 1000 0 0 4 4 0 0 0 0 0 0
set_83_sites_5_iterations_10_result.csv 0 0 9 0 0 10 0 0 10 10 10 10 1 0 10 0 10 0 0 0
set_83_sites_5_iterations_100_result.csv 0 0 0 0 99 100 0 0 54 60 100 100 100 0 1 0 100 0 46 40
set_83_sites_5_iterations_1000_result.csv 0 848 692 0 979 1000 0 0 907 954 1000 143 308 1 21 0 1000 4 93 46
set_83_sites_10_iterations_10_result.csv 0 0 9 8 10 10 9 7 0 0 10 10 0 0 0 0 0 0 10 10
set_83_sites_10_iterations_100_result.csv 0 0 99 64 99 100 98 74 80 88 100 100 1 0 1 0 2 0 20 12
set_83_sites_10_iterations_1000_result.csv 0 0 980 801 1000 1000 949 700 1000 1000 1000 1000 20 7 0 0 51 3 0 0
set_83_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_83_sites_20_iterations_100_result.csv 0 0 0 98 0 96 0 0 100 100 100 100 100 0 100 4 100 0 0 0
set_83_sites_20_iterations_1000_result.csv 0 0 0 0 0 1000 0 0 982 997 1000 1000 1000 38 1000 0 1000 45 18 3
set_83_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_83_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_83_sites_30_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 999 1000 1000 0 0 0 0 0 0 0 0 0 0
set_83_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_83_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_83_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_84_sites_1_iterations_10_result.csv 0 0 9 10 0 0 0 10 0 0 10 10 1 0 10 10 10 0 10 10
set_84_sites_1_iterations_100_result.csv 0 0 0 99 0 0 0 9 0 0 100 100 100 0 100 100 100 0 100 100
set_84_sites_1_iterations_1000_result.csv 0 0 0 341 0 0 0 328 0 0 1000 1000 1000 1 1000 1000 1000 0 1000 1000
set_84_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_84_sites_2_iterations_100_result.csv 0 0 99 100 0 100 0 100 0 100 100 100 1 0 100 0 55 0 100 0
set_84_sites_2_iterations_1000_result.csv 0 0 0 0 0 814 0 0 0 996 1000 1000 1000 8 1000 175 1000 1 1000 4
set_84_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 1 10 10
set_84_sites_3_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 0 100 100
set_84_sites_3_iterations_1000_result.csv 0 0 284 993 0 826 0 0 0 1000 1000 1000 25 7 1000 170 1000 9 1000 0
set_84_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 0 10 10 10 0 10 0
set_84_sites_5_iterations_100_result.csv 0 0 0 0 0 88 0 0 0 0 100 100 100 0 100 12 100 0 100 100
set_84_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 15 1000 1000 1000 3 1000 1000
set_84_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_84_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 2 100 100 100 100 100 100
set_84_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_84_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_84_sites_20_iterations_100_result.csv 0 0 0 98 0 0 0 0 0 0 100 100 100 0 100 100 100 27 100 100
set_84_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 53 1000 1000 1000 29 1000 1000
set_84_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_84_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_84_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_84_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_84_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_84_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_85_sites_1_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_85_sites_1_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_85_sites_1_iterations_1000_result.csv 1000 1000 1000 998 1000 1000 1000 1000 1000 1000 0 0 0 2 0 0 0 0 0 0
set_85_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_85_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_85_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_85_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_85_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_85_sites_3_iterations_1000_result.csv 0 0 999 1000 0 341 0 983 0 642 1000 1000 1 0 1000 659 1000 15 1000 358
set_85_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_85_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 3 100 100
set_85_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 5 1000 1000 1000 12 1000 1000
set_85_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_85_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_85_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_85_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_85_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 100 100 100
set_85_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_85_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_85_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_85_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_85_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_85_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_85_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_86_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_86_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_86_sites_1_iterations_1000_result.csv 1000 1000 1000 390 1000 1000 1000 392 1000 1000 0 0 0 1 0 0 0 1 0 0
set_86_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 3 10 10 0 0 0 1 0 0 0 0 0 0
set_86_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_86_sites_2_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_86_sites_3_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_86_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_86_sites_3_iterations_1000_result.csv 1000 1000 1000 996 1000 1000 1000 986 1000 1000 0 0 0 3 0 0 0 14 0 0
set_86_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_86_sites_5_iterations_100_result.csv 100 100 100 99 100 100 100 96 100 100 0 0 0 0 0 0 0 4 0 0
set_86_sites_5_iterations_1000_result.csv 1000 1000 1000 996 1000 1000 1000 994 1000 1000 0 0 0 4 0 0 0 6 0 0
set_86_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_86_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_86_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_86_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_86_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 8 100 100
set_86_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 116 1000 1000 1000 1000 1000 1000
set_86_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_86_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_86_sites_30_iterations_1000_result.csv 0 0 0 1000 0 0 0 0 0 0 1000 1000 1000 0 1000 1000 1000 1000 1000 1000
set_86_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_86_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_86_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_87_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 1 10 10 0 0 0 1 0 0 0 0 0 0
set_87_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_87_sites_1_iterations_1000_result.csv 1000 999 996 70 1000 1000 1000 131 1000 1000 0 1 4 5 0 0 0 0 0 0
set_87_sites_2_iterations_10_result.csv 0 0 0 0 9 10 0 0 10 10 10 10 10 1 1 0 10 0 0 0
set_87_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_87_sites_2_iterations_1000_result.csv 996 994 999 0 1000 1000 1000 0 1000 1000 4 5 1 1 0 0 0 0 0 0
set_87_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 10 10 10 10 1 10 7 10 0 10 0
set_87_sites_3_iterations_100_result.csv 0 0 0 0 0 47 0 0 0 0 100 100 100 1 100 53 100 5 100 100
set_87_sites_3_iterations_1000_result.csv 647 960 999 999 1000 1000 983 993 1000 1000 203 38 0 0 0 0 7 7 0 0
set_87_sites_5_iterations_10_result.csv 0 0 0 10 0 10 10 10 10 10 10 10 10 0 10 0 0 0 0 0
set_87_sites_5_iterations_100_result.csv 0 0 0 100 0 61 0 98 0 99 100 100 100 0 100 37 100 2 100 1
set_87_sites_5_iterations_1000_result.csv 0 0 0 990 0 0 0 0 0 899 1000 1000 1000 5 1000 1000 1000 16 1000 99
set_87_sites_10_iterations_10_result.csv 0 0 9 10 10 10 9 10 10 10 10 10 0 0 0 0 0 0 0 0
set_87_sites_10_iterations_100_result.csv 0 0 0 0 0 100 0 0 100 100 100 100 100 2 100 0 100 3 0 0
set_87_sites_10_iterations_1000_result.csv 0 0 0 0 0 1000 54 0 1000 1000 1000 1000 1000 25 1000 0 218 14 0 0
set_87_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_87_sites_20_iterations_100_result.csv 0 0 0 0 0 100 0 98 0 100 100 100 100 2 100 0 100 1 100 0
set_87_sites_20_iterations_1000_result.csv 0 0 0 990 0 960 0 988 0 1000 1000 1000 1000 1 1000 40 1000 1 1000 0
set_87_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 9 10 10 10 4 10 10
set_87_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 11 100 100 100 12 100 100
set_87_sites_30_iterations_1000_result.csv 410 899 1000 1000 1000 1000 1000 999 1000 1000 587 88 0 0 0 0 0 0 0 0
set_87_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_87_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_87_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_88_sites_1_iterations_10_result.csv 0 0 9 10 0 10 0 0 0 10 10 10 0 0 10 0 10 0 10 0
set_88_sites_1_iterations_100_result.csv 0 0 0 0 0 97 0 0 0 100 100 100 100 1 100 3 100 0 100 0
set_88_sites_1_iterations_1000_result.csv 0 0 0 0 0 908 0 0 0 974 1000 1000 1000 1 1000 36 1000 2 1000 23
set_88_sites_2_iterations_10_result.csv 0 0 0 2 0 0 0 3 0 9 10 10 10 1 10 10 10 0 10 0
set_88_sites_2_iterations_100_result.csv 0 0 99 99 0 98 0 23 100 100 100 100 1 0 100 1 77 0 0 0
set_88_sites_2_iterations_1000_result.csv 0 0 0 0 851 999 251 251 1000 1000 1000 1000 1000 2 149 1 749 0 0 0
set_88_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_88_sites_3_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 2 100 100
set_88_sites_3_iterations_1000_result.csv 0 0 0 999 0 0 0 995 0 0 1000 1000 1000 0 1000 1000 1000 5 1000 1000
set_88_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_88_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 0 100 100 100 0 100 100
set_88_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 73 1000 1000 1000 15 1000 1000
set_88_sites_10_iterations_10_result.csv 0 0 0 10 0 0 0 10 0 0 10 10 10 0 10 10 10 0 10 10
set_88_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 100 100 100 100 1 100 100 100 100 100 0
set_88_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 66 1000 1000 1000 22 1000 0
set_88_sites_20_iterations_10_result.csv 0 0 0 8 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
